"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.26815026247627,-1.12006900383927,-1.69410963315777
"scale(prop_activity)",-0.0802404292124851,0.953063116401342,0.436411343594429
"scale(log(tenure_days))",-0.0956017280723048,1.20415770439999,0.554277988163842
"scale(arrival_day)",-0.387416643720877,0.606089300001787,0.109336328140455
