"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.24766206255578,-0.766363232639875,-1.50701264759783
"scale(prop_activity)",0.013276546260416,1.1958070805606,0.604541813410509
"scale(log(tenure_days))",-0.0108427593074537,1.70764690750584,0.848402074099193
"scale(arrival_day)",-0.393433355607592,0.964735386700425,0.285651015546416
