"","2.5 %","97.5 %","Estimate"
"(Intercept)",-1.26782854265138,0.0457974256953401,-0.611015558478019
"scale(prop_activity)",-0.508886373962023,1.1202741167855,0.305693871411738
"scale(log(tenure_days))",-0.251153345529208,1.45614520263491,0.602495928552849
"scale(arrival_day)",-0.616834276162087,0.564809351602652,-0.0260124622797171
