"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.03529987349723,-0.716565899703723,-1.37593288660048
"scale(prop_activity)",-0.169422565439119,0.98560203135224,0.408089732956561
"scale(log(tenure_days))",-0.0108393389193389,1.52691514094468,0.758037901012671
"scale(arrival_day)",-0.367595069907526,0.945460692524643,0.288932811308559
