"","2.5 %","97.5 %","Estimate"
"(Intercept)",-1.41168165712245,-0.108830702634263,-0.760256179878354
"scale(prop_activity)",-0.0458271365805883,1.67464395516701,0.81440840929321
"scale(log(tenure_days))",-0.307147059259725,1.27277470503879,0.482813822889535
"scale(arrival_day)",-0.443977359106919,0.841256884405118,0.198639762649099
