"","2.5 %","97.5 %","Estimate"
"(Intercept)",-1.68570018519217,0.154600252269605,-0.765549966461282
"scale(prop_activity)",-0.370259382380461,1.6108864602717,0.62031353894562
"scale(log(tenure_days))",0.0865237099985658,3.38489963748196,1.73571167374026
"scale(arrival_day)",-0.397888057237755,1.47990464980617,0.541008296284208
