"","2.5 %","97.5 %","Estimate"
"(Intercept)",-1.9414762347517,0.0427281875692926,-0.949374023591204
"scale(prop_activity)",-0.0714682899701145,1.78752179027058,0.858026750150233
"scale(log(tenure_days))",0.136934385890159,3.45235506648038,1.79464472618527
"scale(arrival_day)",-0.343231104409613,1.15982045724127,0.408294676415828
