"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.2757722684296,-1.12173599586369,-1.69875413214665
"scale(prop_activity)",-0.0752797075575311,0.976955756395139,0.450838024418804
"scale(log(tenure_days))",-0.1051554926222,1.19766208628515,0.546253296831477
"scale(arrival_day)",-0.387448134720871,0.603505509209068,0.108028687244099
