"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.2009563757364,-0.48948820619331,-1.34522229096486
"scale(log(tenure_days_exact))",0.445801291346558,3.39731875084962,1.92156002109809
"scale(arrival_day)",-0.687282499629105,0.628424187763518,-0.0294291559327933
