"","2.5 %","97.5 %","Estimate"
"(Intercept)",-2.9661288484519,-1.40529308802646,-2.18571096823918
"scale(log(tenure_days_exact))",0.328311716213532,2.51962632639709,1.42396902130531
"scale(arrival_day)",-0.471010073649605,0.519367678332291,0.0241788023413432
